lemma,c1,c2,statement,response
勤前,勤,前,勤前 是一種 前,0
勸告,勸,告,勸告 是一種 告,1
勺子,勺,子,勺子 是一種 子,0
包容,包,容,包容 是一種 容,1
包裝,包,裝,包裝 是一種 裝,1
化妝,化,妝,化妝 是一種 妝,1
化為,化,為,化為 是一種 為,1
化裝,化,裝,化裝 是一種 裝,1
匹敵,匹,敵,匹敵 是一種 敵,0
十分,十,分,十分 是一種 分,1
千萬,千,萬,千萬 是一種 萬,1
升任,升,任,升任 是一種 任,1
升級,升,級,升級 是一種 級,0
午前,午,前,午前 是一種 前,0
午後,午,後,午後 是一種 後,1
半身,半,身,半身 是一種 身,1
半點,半,點,半點 是一種 點,0
協助,協,助,協助 是一種 助,0
協同,協,同,協同 是一種 同,1
協商,協,商,協商 是一種 商,0
協定,協,定,協定 是一種 定,1
協約,協,約,協約 是一種 約,1
協調,協,調,協調 是一種 調,1
南區,南,區,南區 是一種 區,1
南非,南,非,南非 是一種 非,1
博士,博,士,博士 是一種 士,1
占有,占,有,占有 是一種 有,0
危機,危,機,危機 是一種 機,0
危險,危,險,危險 是一種 險,0
即可,即,可,即可 是一種 可,0
即為,即,為,即為 是一種 為,1
卿家,卿,家,卿家 是一種 家,0
原因,原,因,原因 是一種 因,1
原始,原,始,原始 是一種 始,0
去年,去,年,去年 是一種 年,1
去除,去,除,去除 是一種 除,0
參見,參,見,參見 是一種 見,1
叉子,叉,子,叉子 是一種 子,0
友人,友,人,友人 是一種 人,1
友好,友,好,友好 是一種 好,1
反動,反,動,反動 是一種 動,0
反射,反,射,反射 是一種 射,0
反感,反,感,反感 是一種 感,1
反應,反,應,反應 是一種 應,1
反映,反,映,反映 是一種 映,0
反省,反,省,反省 是一種 省,0
反觀,反,觀,反觀 是一種 觀,1
口操,口,操,口操 是一種 操,0
口角,口,角,口角 是一種 角,0
古典,古,典,古典 是一種 典,0
另外,另,外,另外 是一種 外,0
可喜,可,喜,可喜 是一種 喜,0
可惜,可,惜,可惜 是一種 惜,1
可惡,可,惡,可惡 是一種 惡,0
可愛,可,愛,可愛 是一種 愛,0
可疑,可,疑,可疑 是一種 疑,0
可能,可,能,可能 是一種 能,0
可行,可,行,可行 是一種 行,0
可見,可,見,可見 是一種 見,0
可資,可,資,可資 是一種 資,1
史前,史,前,史前 是一種 前,1
史記,史,記,史記 是一種 記,1
各造,各,造,各造 是一種 造,0
同事,同,事,同事 是一種 事,1
同仁,同,仁,同仁 是一種 仁,0
同學,同,學,同學 是一種 學,0
同志,同,志,同志 是一種 志,0
同意,同,意,同意 是一種 意,0
同時,同,時,同時 是一種 時,1
同樣,同,樣,同樣 是一種 樣,1
名人,名,人,名人 是一種 人,1
名字,名,字,名字 是一種 字,0
名家,名,家,名家 是一種 家,1
名氣,名,氣,名氣 是一種 氣,0
名為,名,為,名為 是一種 為,0
名牌,名,牌,名牌 是一種 牌,1
名稱,名,稱,名稱 是一種 稱,1
名聲,名,聲,名聲 是一種 聲,0
吳鳳,吳,鳳,吳鳳 是一種 鳳,0
吸引,吸,引,吸引 是一種 引,1
吸收,吸,收,吸收 是一種 收,1
吸毒,吸,毒,吸毒 是一種 毒,0
吸血,吸,血,吸血 是一種 血,0
吸食,吸,食,吸食 是一種 食,1
吾人,吾,人,吾人 是一種 人,1
呈獻,呈,獻,呈獻 是一種 獻,1
告狀,告,狀,告狀 是一種 狀,1
告訴,告,訴,告訴 是一種 訴,1
告辭,告,辭,告辭 是一種 辭,1
呦呦,呦,呦,呦呦 是一種 呦,0
周旋,周,旋,周旋 是一種 旋,1
呼吸,呼,吸,呼吸 是一種 吸,0
呼籲,呼,籲,呼籲 是一種 籲,1
呼聲,呼,聲,呼聲 是一種 聲,1
命令,命,令,命令 是一種 令,1
命名,命,名,命名 是一種 名,0
命運,命,運,命運 是一種 運,1
和氣,和,氣,和氣 是一種 氣,0
和約,和,約,和約 是一種 約,1
和聲,和,聲,和聲 是一種 聲,1
咱們,咱,們,咱們 是一種 們,1
咱家,咱,家,咱家 是一種 家,0
哀怨,哀,怨,哀怨 是一種 怨,1
哀愁,哀,愁,哀愁 是一種 愁,0
品種,品,種,品種 是一種 種,0
品質,品,質,品質 是一種 質,1
哈佛,哈,佛,哈佛 是一種 佛,0
員工,員,工,員工 是一種 工,0
哥哥,哥,哥,哥哥 是一種 哥,1
哪些,哪,些,哪些 是一種 些,0
哪裡,哪,裡,哪裡 是一種 裡,1
哲學,哲,學,哲學 是一種 學,0
唯一,唯,一,唯一 是一種 一,0
唱歌,唱,歌,唱歌 是一種 歌,0
唸書,唸,書,唸書 是一種 書,1
商品,商,品,商品 是一種 品,1
商店,商,店,商店 是一種 店,1
商業,商,業,商業 是一種 業,0
商量,商,量,商量 是一種 量,0
問好,問,好,問好 是一種 好,0
啥子,啥,子,啥子 是一種 子,0
善用,善,用,善用 是一種 用,1
喜好,喜,好,喜好 是一種 好,0
喜悅,喜,悅,喜悅 是一種 悅,1
喜愛,喜,愛,喜愛 是一種 愛,1
喜歡,喜,歡,喜歡 是一種 歡,0
喪失,喪,失,喪失 是一種 失,0
單一,單,一,單一 是一種 一,0
單位,單,位,單位 是一種 位,0
單純,單,純,單純 是一種 純,1
單薄,單,薄,單薄 是一種 薄,0
嘴唇,嘴,唇,嘴唇 是一種 唇,0
嘴脣,嘴,脣,嘴脣 是一種 脣,1
四周,四,周,四周 是一種 周,1
四川,四,川,四川 是一種 川,0
因應,因,應,因應 是一種 應,0
因素,因,素,因素 是一種 素,1
困境,困,境,困境 是一種 境,1
困難,困,難,困難 是一種 難,1
固定,固,定,固定 是一種 定,0
國人,國,人,國人 是一種 人,1
國內,國,內,國內 是一種 內,0
國外,國,外,國外 是一種 外,1
國家,國,家,國家 是一種 家,0
國寶,國,寶,國寶 是一種 寶,0
國小,國,小,國小 是一種 小,0
國會,國,會,國會 是一種 會,1
國民,國,民,國民 是一種 民,1
國界,國,界,國界 是一種 界,1
國防,國,防,國防 是一種 防,0
國際,國,際,國際 是一種 際,1
坐車,坐,車,坐車 是一種 車,1
基因,基,因,基因 是一種 因,0
基層,基,層,基層 是一種 層,1
基本,基,本,基本 是一種 本,1
基金,基,金,基金 是一種 金,0
堅持,堅,持,堅持 是一種 持,1
堅硬,堅,硬,堅硬 是一種 硬,0
報價,報,價,報價 是一種 價,0
報告,報,告,報告 是一種 告,0
報紙,報,紙,報紙 是一種 紙,1
塞尚,塞,尚,塞尚 是一種 尚,0
增溫,增,溫,增溫 是一種 溫,0
夏娃,夏,娃,夏娃 是一種 娃,0
夏季,夏,季,夏季 是一種 季,1
外交,外,交,外交 是一種 交,1
外國,外,國,外國 是一種 國,1
外套,外,套,外套 是一種 套,1
外殼,外,殼,外殼 是一種 殼,1
外界,外,界,外界 是一種 界,0
外科,外,科,外科 是一種 科,1
外行,外,行,外行 是一種 行,0
外面,外,面,外面 是一種 面,0
多半,多,半,多半 是一種 半,0
多多,多,多,多多 是一種 多,1
多少,多,少,多少 是一種 少,0
多雨,多,雨,多雨 是一種 雨,0
大人,大,人,大人 是一種 人,1
大伙,大,伙,大伙 是一種 伙,1
大半,大,半,大半 是一種 半,0
大多,大,多,大多 是一種 多,1
大大,大,大,大大 是一種 大,0
大學,大,學,大學 是一種 學,0
大家,大,家,大家 是一種 家,0
大專,大,專,大專 是一種 專,0
大小,大,小,大小 是一種 小,0
大我,大,我,大我 是一種 我,1
大早,大,早,大早 是一種 早,0
大會,大,會,大會 是一種 會,1
大樓,大,樓,大樓 是一種 樓,1
大氣,大,氣,大氣 是一種 氣,1
大溪,大,溪,大溪 是一種 溪,0
大眾,大,眾,大眾 是一種 眾,1
大笑,大,笑,大笑 是一種 笑,1
大聲,大,聲,大聲 是一種 聲,1
大臣,大,臣,大臣 是一種 臣,0
大衛,大,衛,大衛 是一種 衛,0
大量,大,量,大量 是一種 量,1
大駕,大,駕,大駕 是一種 駕,1
天氣,天,氣,天氣 是一種 氣,0
天空,天,空,天空 是一種 空,0
夫妻,夫,妻,夫妻 是一種 妻,0
失之,失,之,失之 是一種 之,0
失信,失,信,失信 是一種 信,0
失去,失,去,失去 是一種 去,0
失敗,失,敗,失敗 是一種 敗,0
奇怪,奇,怪,奇怪 是一種 怪,1
奉勸,奉,勸,奉勸 是一種 勸,0
奉為,奉,為,奉為 是一種 為,0
奏效,奏,效,奏效 是一種 效,0
奧會,奧,會,奧會 是一種 會,1
奧運,奧,運,奧運 是一種 運,0
奪得,奪,得,奪得 是一種 得,1
女人,女,人,女人 是一種 人,1
女兒,女,兒,女兒 是一種 兒,1
女士,女,士,女士 是一種 士,0
女子,女,子,女子 是一種 子,0
女孩,女,孩,女孩 是一種 孩,0
女性,女,性,女性 是一種 性,0
女生,女,生,女生 是一種 生,0
她們,她,們,她們 是一種 們,0
好些,好,些,好些 是一種 些,0
好似,好,似,好似 是一種 似,1
好多,好,多,好多 是一種 多,1
好奇,好,奇,好奇 是一種 奇,0
好好,好,好,好好 是一種 好,0
好幾,好,幾,好幾 是一種 幾,0
好比,好,比,好比 是一種 比,1
好生,好,生,好生 是一種 生,0
好發,好,發,好發 是一種 發,1
好處,好,處,好處 是一種 處,1
如何,如,何,如何 是一種 何,1
如同,如,同,如同 是一種 同,1
如此,如,此,如此 是一種 此,0
妥協,妥,協,妥協 是一種 協,0
妥善,妥,善,妥善 是一種 善,0
妳們,妳,們,妳們 是一種 們,1
妹妹,妹,妹,妹妹 是一種 妹,1
妻子,妻,子,妻子 是一種 子,0
妾身,妾,身,妾身 是一種 身,0
姊姊,姊,姊,姊姊 是一種 姊,1
姐妹,姐,妹,姐妹 是一種 妹,0
婚前,婚,前,婚前 是一種 前,0
婚後,婚,後,婚後 是一種 後,1
婦女,婦,女,婦女 是一種 女,1
婦運,婦,運,婦運 是一種 運,1
嫉妒,嫉,妒,嫉妒 是一種 妒,0
嫌惡,嫌,惡,嫌惡 是一種 惡,1
嫌疑,嫌,疑,嫌疑 是一種 疑,0
子女,子,女,子女 是一種 女,0
子孫,子,孫,子孫 是一種 孫,1
子宮,子,宮,子宮 是一種 宮,1
存有,存,有,存有 是一種 有,1
存檔,存,檔,存檔 是一種 檔,0
孝順,孝,順,孝順 是一種 順,0
孟子,孟,子,孟子 是一種 子,0
季末,季,末,季末 是一種 末,0
孤兒,孤,兒,孤兒 是一種 兒,1
孩子,孩,子,孩子 是一種 子,0
學佛,學,佛,學佛 是一種 佛,0
學期,學,期,學期 是一種 期,1
學校,學,校,學校 是一種 校,1
學生,學,生,學生 是一種 生,0
學術,學,術,學術 是一種 術,0
學運,學,運,學運 是一種 運,1
學院,學,院,學院 是一種 院,0
它們,它,們,它們 是一種 們,0
完全,完,全,完全 是一種 全,0
完工,完,工,完工 是一種 工,1
完整,完,整,完整 是一種 整,1
宏觀,宏,觀,宏觀 是一種 觀,1
官人,官,人,官人 是一種 人,0
官員,官,員,官員 是一種 員,0
定位,定,位,定位 是一種 位,0
定值,定,值,定值 是一種 值,1
定型,定,型,定型 是一種 型,0
定律,定,律,定律 是一種 律,1
定案,定,案,定案 是一種 案,1
定為,定,為,定為 是一種 為,0
定論,定,論,定論 是一種 論,0
宜蘭,宜,蘭,宜蘭 是一種 蘭,0
客人,客,人,客人 是一種 人,1
客戶,客,戶,客戶 是一種 戶,0
客氣,客,氣,客氣 是一種 氣,0
客觀,客,觀,客觀 是一種 觀,1
宮殿,宮,殿,宮殿 是一種 殿,1
害羞,害,羞,害羞 是一種 羞,0
家人,家,人,家人 是一種 人,1
家兄,家,兄,家兄 是一種 兄,1
家園,家,園,家園 是一種 園,0
家姊,家,姊,家姊 是一種 姊,1
家父,家,父,家父 是一種 父,1
家用,家,用,家用 是一種 用,0
家祖,家,祖,家祖 是一種 祖,0
家鄉,家,鄉,家鄉 是一種 鄉,0
容忍,容,忍,容忍 是一種 忍,1
容易,容,易,容易 是一種 易,0
容納,容,納,容納 是一種 納,0
容許,容,許,容許 是一種 許,1
容量,容,量,容量 是一種 量,0
寄予,寄,予,寄予 是一種 予,1
寄來,寄,來,寄來 是一種 來,0
寄給,寄,給,寄給 是一種 給,0
富有,富,有,富有 是一種 有,0
實力,實,力,實力 是一種 力,0
實是,實,是,實是 是一種 是,0
實況,實,況,實況 是一種 況,0
實際,實,際,實際 是一種 際,0
實驗,實,驗,實驗 是一種 驗,1
寧可,寧,可,寧可 是一種 可,1
寧肯,寧,肯,寧肯 是一種 肯,0
寧願,寧,願,寧願 是一種 願,1
寫信,寫,信,寫信 是一種 信,0
寫給,寫,給,寫給 是一種 給,0
專員,專,員,專員 是一種 員,1
專家,專,家,專家 是一種 家,0
專擅,專,擅,專擅 是一種 擅,1
專門,專,門,專門 是一種 門,0
小人,小,人,小人 是一種 人,1
小姐,小,姐,小姐 是一種 姐,1
小孩,小,孩,小孩 是一種 孩,0
小學,小,學,小學 是一種 學,1
小心,小,心,小心 是一種 心,0
小我,小,我,小我 是一種 我,1
小時,小,時,小時 是一種 時,0
小組,小,組,小組 是一種 組,1
小鎮,小,鎮,小鎮 是一種 鎮,1
少年,少,年,少年 是一種 年,0
少時,少,時,少時 是一種 時,0
少爺,少,爺,少爺 是一種 爺,1
少許,少,許,少許 是一種 許,0
少量,少,量,少量 是一種 量,1
尖峰,尖,峰,尖峰 是一種 峰,1
尖端,尖,端,尖端 是一種 端,0
屆滿,屆,滿,屆滿 是一種 滿,0
展示,展,示,展示 是一種 示,1
展開,展,開,展開 是一種 開,0
層面,層,面,層面 是一種 面,1
崇拜,崇,拜,崇拜 是一種 拜,0
崩解,崩,解,崩解 是一種 解,0
工人,工,人,工人 是一種 人,1
工作,工,作,工作 是一種 作,0
工廠,工,廠,工廠 是一種 廠,0
工會,工,會,工會 是一種 會,1
工業,工,業,工業 是一種 業,0
工程,工,程,工程 是一種 程,0
差距,差,距,差距 是一種 距,1
己身,己,身,己身 是一種 身,1
巴哈,巴,哈,巴哈 是一種 哈,0
巴西,巴,西,巴西 是一種 西,0
師大,師,大,師大 是一種 大,0
師範,師,範,師範 是一種 範,0
師院,師,院,師院 是一種 院,0
常見,常,見,常見 是一種 見,1
年代,年,代,年代 是一種 代,1
年初,年,初,年初 是一種 初,0
年紀,年,紀,年紀 是一種 紀,0
年齡,年,齡,年齡 是一種 齡,1
幹嗎,幹,嗎,幹嗎 是一種 嗎,0
幹麼,幹,麼,幹麼 是一種 麼,0
幾近,幾,近,幾近 是一種 近,0
康德,康,德,康德 是一種 德,0
廢物,廢,物,廢物 是一種 物,1
